"Epoch (UTC)",""
2013-02-14T18:57:00.169Z,NaN
2013-02-14T18:57:11.024Z,NaN
2013-02-14T18:57:21.880Z,NaN
2013-02-14T18:57:32.736Z,NaN
2013-02-14T18:57:43.592Z,NaN
2013-02-14T18:57:54.448Z,NaN
2013-02-14T18:58:05.304Z,NaN
2013-02-14T18:58:16.160Z,NaN
2013-02-14T18:58:27.016Z,NaN
2013-02-14T18:58:37.872Z,NaN
2013-02-14T18:58:48.728Z,NaN
2013-02-14T18:58:59.584Z,NaN
2013-02-14T18:59:10.440Z,NaN
2013-02-14T18:59:21.296Z,NaN
2013-02-14T18:59:32.152Z,NaN
2013-02-14T18:59:43.007Z,NaN
2013-02-14T18:59:53.863Z,NaN
2013-02-14T19:00:04.719Z,NaN
2013-02-14T19:00:15.575Z,NaN
2013-02-14T19:00:26.431Z,NaN
2013-02-14T19:00:37.287Z,NaN
2013-02-14T19:00:48.143Z,NaN
2013-02-14T19:00:58.999Z,NaN
2013-02-14T19:01:09.855Z,NaN
2013-02-14T19:01:20.711Z,NaN
2013-02-14T19:01:31.567Z,NaN
2013-02-14T19:01:42.423Z,NaN
2013-02-14T19:01:53.278Z,NaN
2013-02-14T19:02:04.134Z,NaN
2013-02-14T19:02:14.990Z,NaN
2013-02-14T19:02:25.846Z,NaN
2013-02-14T19:02:36.702Z,NaN
2013-02-14T19:02:47.558Z,NaN
2013-02-14T19:02:58.414Z,NaN
2013-02-14T19:03:09.270Z,NaN
2013-02-14T19:03:20.126Z,NaN
2013-02-14T19:03:30.982Z,NaN
2013-02-14T19:03:41.837Z,NaN
2013-02-14T19:03:52.693Z,NaN
2013-02-14T19:04:03.549Z,NaN
2013-02-14T19:04:14.405Z,NaN
2013-02-14T19:04:25.261Z,NaN
2013-02-14T19:04:36.117Z,NaN
2013-02-14T19:04:46.973Z,NaN
2013-02-14T19:04:57.829Z,NaN
2013-02-14T19:05:08.685Z,NaN
2013-02-14T19:05:19.540Z,NaN
2013-02-14T19:05:30.396Z,NaN
2013-02-14T19:05:41.252Z,NaN
2013-02-14T19:05:52.108Z,NaN
2013-02-14T19:06:02.964Z,NaN
2013-02-14T19:06:13.820Z,NaN
2013-02-14T19:06:24.676Z,NaN
2013-02-14T19:06:35.532Z,NaN
2013-02-14T19:06:46.388Z,NaN
2013-02-14T19:06:57.243Z,NaN
2013-02-14T19:07:08.099Z,NaN
2013-02-14T19:07:18.955Z,NaN
2013-02-14T19:07:29.811Z,NaN
2013-02-14T19:07:40.667Z,NaN
2013-02-14T19:07:51.523Z,NaN
2013-02-14T19:08:02.379Z,NaN
2013-02-14T19:08:13.234Z,NaN
2013-02-14T19:08:24.090Z,NaN
2013-02-14T19:08:34.946Z,NaN
2013-02-14T19:08:45.802Z,NaN
2013-02-14T19:08:56.658Z,NaN
2013-02-14T19:09:07.514Z,NaN
2013-02-14T19:09:18.370Z,NaN
2013-02-14T19:09:29.226Z,NaN
2013-02-14T19:09:40.081Z,NaN
2013-02-14T19:09:50.937Z,NaN
2013-02-14T19:10:01.793Z,NaN
2013-02-14T19:10:12.649Z,NaN
2013-02-14T19:10:23.505Z,NaN
2013-02-14T19:10:34.361Z,NaN
2013-02-14T19:10:45.217Z,NaN
2013-02-14T19:10:56.073Z,NaN
2013-02-14T19:11:06.928Z,NaN
2013-02-14T19:11:17.784Z,NaN
2013-02-14T19:11:28.640Z,NaN
2013-02-14T19:11:39.496Z,NaN
2013-02-14T19:11:50.352Z,NaN
2013-02-14T19:12:01.208Z,NaN
2013-02-14T19:12:12.064Z,NaN
2013-02-14T19:12:22.919Z,NaN
2013-02-14T19:12:33.775Z,NaN
2013-02-14T19:12:44.631Z,NaN
2013-02-14T19:12:55.487Z,NaN
2013-02-14T19:13:06.343Z,NaN
2013-02-14T19:13:17.199Z,NaN
2013-02-14T19:13:28.055Z,NaN
2013-02-14T19:13:38.910Z,NaN
2013-02-14T19:13:49.766Z,NaN
2013-02-14T19:14:00.622Z,NaN
2013-02-14T19:14:11.478Z,NaN
2013-02-14T19:14:22.334Z,NaN
2013-02-14T19:14:33.190Z,NaN
2013-02-14T19:14:44.046Z,NaN
2013-02-14T19:14:54.902Z,NaN
2013-02-14T19:15:05.757Z,NaN
2013-02-14T19:15:16.613Z,NaN
2013-02-14T19:15:27.469Z,NaN
2013-02-14T19:15:38.325Z,NaN
2013-02-14T19:15:49.181Z,NaN
2013-02-14T19:16:00.037Z,NaN
2013-02-14T19:16:10.893Z,NaN
2013-02-14T19:16:21.748Z,NaN
2013-02-14T19:16:32.604Z,NaN
2013-02-14T19:16:43.460Z,NaN
2013-02-14T19:16:54.316Z,NaN
2013-02-14T19:17:05.172Z,NaN
2013-02-14T19:17:16.028Z,NaN
2013-02-14T19:17:26.883Z,NaN
2013-02-14T19:17:37.739Z,NaN
2013-02-14T19:17:48.595Z,NaN
2013-02-14T19:17:59.451Z,NaN
2013-02-14T19:18:10.307Z,NaN
2013-02-14T19:18:21.163Z,NaN
2013-02-14T19:18:32.019Z,NaN
2013-02-14T19:18:42.875Z,NaN
2013-02-14T19:18:53.730Z,NaN
2013-02-14T19:19:04.586Z,NaN
2013-02-14T19:19:15.442Z,NaN
2013-02-14T19:19:26.298Z,NaN
2013-02-14T19:19:37.154Z,NaN
2013-02-14T19:19:48.010Z,NaN
2013-02-14T19:19:58.865Z,NaN
2013-02-14T19:20:09.721Z,NaN
2013-02-14T19:20:20.577Z,NaN
2013-02-14T19:20:31.433Z,NaN
2013-02-14T19:20:42.289Z,NaN
2013-02-14T19:20:53.145Z,NaN
2013-02-14T19:21:04.000Z,NaN
2013-02-14T19:21:14.856Z,NaN
2013-02-14T19:21:25.712Z,NaN
2013-02-14T19:21:36.568Z,NaN
2013-02-14T19:21:47.424Z,NaN
2013-02-14T19:21:58.280Z,NaN
2013-02-14T19:22:09.135Z,NaN
2013-02-14T19:22:19.991Z,NaN
2013-02-14T19:22:30.847Z,NaN
2013-02-14T19:22:41.703Z,NaN
2013-02-14T19:22:52.559Z,NaN
2013-02-14T19:23:03.415Z,NaN
2013-02-14T19:23:14.271Z,NaN
2013-02-14T19:23:25.126Z,NaN
2013-02-14T19:23:35.982Z,NaN
2013-02-14T19:23:46.838Z,NaN
2013-02-14T19:23:57.694Z,NaN
2013-02-14T19:24:08.550Z,NaN
2013-02-14T19:24:19.406Z,NaN
2013-02-14T19:24:30.261Z,NaN
2013-02-14T19:24:41.117Z,NaN
2013-02-14T19:24:51.973Z,NaN
2013-02-14T19:25:02.829Z,NaN
2013-02-14T19:25:13.685Z,NaN
2013-02-14T19:25:24.541Z,NaN
2013-02-14T19:25:35.396Z,NaN
2013-02-14T19:25:46.252Z,NaN
2013-02-14T19:25:57.108Z,NaN
2013-02-14T19:26:07.964Z,NaN
2013-02-14T19:26:18.820Z,NaN
2013-02-14T19:26:29.676Z,NaN
2013-02-14T19:26:40.531Z,NaN
2013-02-14T19:26:51.387Z,NaN
2013-02-14T19:27:02.243Z,NaN
2013-02-14T19:27:13.099Z,NaN
2013-02-14T19:27:23.955Z,NaN
2013-02-14T19:27:34.810Z,NaN
2013-02-14T19:27:45.666Z,NaN
2013-02-14T19:27:56.522Z,NaN
2013-02-14T19:28:07.378Z,NaN
2013-02-14T19:28:18.234Z,NaN
2013-02-14T19:28:29.090Z,NaN
2013-02-14T19:28:39.945Z,NaN
2013-02-14T19:28:50.801Z,NaN
2013-02-14T19:29:01.657Z,NaN
2013-02-14T19:29:12.513Z,NaN
2013-02-14T19:29:23.369Z,NaN
2013-02-14T19:29:34.225Z,NaN
2013-02-14T19:29:45.080Z,NaN
2013-02-14T19:29:55.936Z,NaN
2013-02-14T19:30:06.792Z,NaN
2013-02-14T19:30:17.648Z,NaN
2013-02-14T19:30:28.504Z,NaN
2013-02-14T19:30:39.360Z,NaN
2013-02-14T19:30:50.215Z,NaN
2013-02-14T19:31:01.071Z,NaN
2013-02-14T19:31:11.927Z,NaN
2013-02-14T19:31:22.783Z,NaN
2013-02-14T19:31:33.639Z,NaN
2013-02-14T19:31:44.495Z,NaN
2013-02-14T19:31:55.350Z,NaN
2013-02-14T19:32:06.206Z,NaN
2013-02-14T19:32:17.062Z,NaN
2013-02-14T19:32:27.918Z,NaN
2013-02-14T19:32:38.774Z,NaN
2013-02-14T19:32:49.629Z,NaN
2013-02-14T19:33:00.485Z,NaN
2013-02-14T19:33:11.341Z,NaN
2013-02-14T19:33:22.197Z,NaN
2013-02-14T19:33:33.053Z,NaN
2013-02-14T19:33:43.909Z,NaN
2013-02-14T19:33:54.764Z,NaN
2013-02-14T19:34:05.620Z,NaN
2013-02-14T19:34:16.476Z,NaN
2013-02-14T19:34:27.332Z,NaN
2013-02-14T19:34:38.188Z,NaN
2013-02-14T19:34:49.044Z,NaN
2013-02-14T19:34:59.899Z,NaN
2013-02-14T19:35:10.755Z,NaN
2013-02-14T19:35:21.611Z,NaN
2013-02-14T19:35:32.467Z,NaN
2013-02-14T19:35:43.323Z,NaN
2013-02-14T19:35:54.178Z,NaN
2013-02-14T19:36:05.034Z,NaN
2013-02-14T19:36:15.890Z,NaN
2013-02-14T19:36:26.746Z,NaN
2013-02-14T19:36:37.602Z,NaN
2013-02-14T19:36:48.457Z,NaN
2013-02-14T19:36:59.313Z,NaN
2013-02-14T19:37:10.169Z,NaN
2013-02-14T19:37:21.025Z,NaN
2013-02-14T19:37:31.881Z,NaN
2013-02-14T19:37:42.736Z,NaN
2013-02-14T19:37:53.592Z,NaN
2013-02-14T19:38:04.448Z,NaN
2013-02-14T19:38:15.304Z,NaN
2013-02-14T19:38:26.160Z,NaN
2013-02-14T19:38:37.015Z,NaN
2013-02-14T19:38:47.871Z,NaN
2013-02-14T19:38:58.727Z,NaN
2013-02-14T19:39:09.583Z,NaN
2013-02-14T19:39:20.439Z,NaN
2013-02-14T19:39:31.295Z,NaN
2013-02-14T19:39:42.150Z,NaN
2013-02-14T19:39:53.006Z,NaN
2013-02-14T19:40:03.862Z,NaN
2013-02-14T19:40:14.718Z,NaN
2013-02-14T19:40:25.574Z,NaN
2013-02-14T19:40:36.429Z,NaN
2013-02-14T19:40:47.285Z,NaN
2013-02-14T19:40:58.141Z,NaN
2013-02-14T19:41:08.997Z,NaN
2013-02-14T19:41:19.853Z,NaN
2013-02-14T19:41:30.708Z,NaN
2013-02-14T19:41:41.564Z,NaN
2013-02-14T19:41:52.420Z,NaN
2013-02-14T19:42:03.276Z,NaN
2013-02-14T19:42:14.132Z,NaN
2013-02-14T19:42:24.988Z,NaN
2013-02-14T19:42:35.843Z,NaN
2013-02-14T19:42:46.699Z,NaN
2013-02-14T19:42:57.555Z,NaN
2013-02-14T19:43:08.411Z,NaN
2013-02-14T19:43:19.267Z,NaN
2013-02-14T19:43:30.122Z,NaN
2013-02-14T19:43:40.978Z,NaN
2013-02-14T19:43:51.834Z,NaN
2013-02-14T19:44:02.690Z,NaN
2013-02-14T19:44:13.546Z,NaN
2013-02-14T19:44:24.401Z,NaN
2013-02-14T19:44:35.257Z,NaN
2013-02-14T19:44:46.113Z,NaN
2013-02-14T19:44:56.969Z,NaN
2013-02-14T19:45:07.825Z,NaN
2013-02-14T19:45:18.680Z,NaN
2013-02-14T19:45:29.536Z,NaN
2013-02-14T19:45:40.392Z,NaN
2013-02-14T19:45:51.248Z,NaN
2013-02-14T19:46:02.104Z,NaN
2013-02-14T19:46:12.959Z,NaN
2013-02-14T19:46:23.815Z,NaN
2013-02-14T19:46:34.671Z,NaN
2013-02-14T19:46:45.527Z,NaN
2013-02-14T19:46:56.383Z,NaN
2013-02-14T19:47:07.239Z,NaN
2013-02-14T19:47:18.094Z,NaN
2013-02-14T19:47:28.950Z,NaN
2013-02-14T19:47:39.806Z,NaN
2013-02-14T19:47:50.662Z,NaN
2013-02-14T19:48:01.517Z,NaN
2013-02-14T19:48:12.373Z,NaN
2013-02-14T19:48:23.229Z,NaN
2013-02-14T19:48:34.085Z,NaN
2013-02-14T19:48:44.941Z,NaN
2013-02-14T19:48:55.796Z,NaN
2013-02-14T19:49:06.652Z,NaN
2013-02-14T19:49:17.508Z,NaN
2013-02-14T19:49:28.364Z,NaN
2013-02-14T19:49:39.220Z,NaN
2013-02-14T19:49:50.076Z,NaN
2013-02-14T19:50:00.931Z,NaN
2013-02-14T19:50:11.787Z,NaN
2013-02-14T19:50:22.643Z,NaN
2013-02-14T19:50:33.499Z,NaN
2013-02-14T19:50:44.354Z,NaN
2013-02-14T19:50:55.210Z,NaN
2013-02-14T19:51:06.066Z,NaN
2013-02-14T19:51:16.922Z,NaN
2013-02-14T19:51:27.778Z,NaN
2013-02-14T19:51:38.633Z,NaN
2013-02-14T19:51:49.489Z,NaN
2013-02-14T19:52:00.345Z,NaN
2013-02-14T19:52:11.201Z,NaN
2013-02-14T19:52:22.057Z,NaN
2013-02-14T19:52:32.913Z,NaN
2013-02-14T19:52:43.768Z,NaN
2013-02-14T19:52:54.624Z,NaN
2013-02-14T19:53:05.480Z,NaN
2013-02-14T19:53:16.336Z,NaN
2013-02-14T19:53:27.191Z,NaN
2013-02-14T19:53:38.047Z,NaN
2013-02-14T19:53:48.903Z,NaN
2013-02-14T19:53:59.759Z,NaN
2013-02-14T19:54:10.615Z,NaN
2013-02-14T19:54:21.470Z,NaN
2013-02-14T19:54:32.326Z,NaN
2013-02-14T19:54:43.182Z,NaN
2013-02-14T19:54:54.038Z,NaN
2013-02-14T19:55:04.894Z,NaN
2013-02-14T19:55:15.749Z,NaN
2013-02-14T19:55:26.605Z,NaN
2013-02-14T19:55:37.461Z,NaN
2013-02-14T19:55:48.317Z,NaN
2013-02-14T19:55:59.173Z,NaN
2013-02-14T19:56:10.028Z,NaN
2013-02-14T19:56:20.884Z,NaN
2013-02-14T19:56:31.740Z,NaN
2013-02-14T19:56:42.596Z,NaN
2013-02-14T19:56:53.452Z,NaN
2013-02-14T19:57:04.307Z,NaN
2013-02-14T19:57:15.163Z,NaN
2013-02-14T19:57:26.019Z,NaN
2013-02-14T19:57:36.875Z,NaN
2013-02-14T19:57:47.730Z,NaN
2013-02-14T19:57:58.586Z,NaN
2013-02-14T19:58:09.442Z,NaN
2013-02-14T19:58:20.298Z,NaN
2013-02-14T19:58:31.154Z,NaN
2013-02-14T19:58:42.009Z,NaN
2013-02-14T19:58:52.865Z,NaN
2013-02-14T19:59:03.721Z,NaN
2013-02-14T19:59:14.577Z,NaN
2013-02-14T19:59:25.433Z,NaN
2013-02-14T19:59:36.288Z,NaN
2013-02-14T19:59:47.144Z,NaN
2013-02-14T19:59:58.000Z,NaN
2013-02-14T20:00:08.856Z,NaN
2013-02-14T20:00:19.712Z,NaN
2013-02-14T20:00:30.567Z,NaN
2013-02-14T20:00:41.423Z,NaN
2013-02-14T20:00:52.279Z,NaN
2013-02-14T20:01:03.135Z,NaN
2013-02-14T20:01:13.991Z,NaN
2013-02-14T20:01:24.846Z,NaN
2013-02-14T20:01:35.702Z,NaN
2013-02-14T20:01:46.558Z,NaN
2013-02-14T20:01:57.414Z,NaN
2013-02-14T20:02:08.270Z,NaN
2013-02-14T20:02:19.125Z,NaN
2013-02-14T20:02:29.981Z,NaN
2013-02-14T20:02:40.837Z,NaN
2013-02-14T20:02:51.693Z,NaN
2013-02-14T20:03:02.548Z,NaN
2013-02-14T20:03:13.404Z,NaN
2013-02-14T20:03:24.260Z,NaN
2013-02-14T20:03:35.116Z,NaN
2013-02-14T20:03:45.972Z,NaN
2013-02-14T20:03:56.827Z,NaN
2013-02-14T20:04:07.683Z,NaN
2013-02-14T20:04:18.539Z,NaN
2013-02-14T20:04:29.395Z,NaN
2013-02-14T20:04:40.250Z,NaN
2013-02-14T20:04:51.106Z,NaN
2013-02-14T20:05:01.962Z,NaN
2013-02-14T20:05:12.818Z,NaN
2013-02-14T20:05:23.674Z,NaN
2013-02-14T20:05:34.529Z,NaN
2013-02-14T20:05:45.385Z,NaN
2013-02-14T20:05:56.241Z,NaN
2013-02-14T20:06:07.097Z,NaN
2013-02-14T20:06:17.952Z,NaN
2013-02-14T20:06:28.808Z,NaN
2013-02-14T20:06:39.664Z,NaN
2013-02-14T20:06:50.520Z,NaN
2013-02-14T20:07:01.376Z,NaN
2013-02-14T20:07:12.231Z,NaN
2013-02-14T20:07:23.087Z,NaN
2013-02-14T20:07:33.943Z,NaN
2013-02-14T20:07:44.799Z,NaN
2013-02-14T20:07:55.655Z,NaN
2013-02-14T20:08:06.510Z,NaN
2013-02-14T20:08:17.366Z,NaN
2013-02-14T20:08:28.222Z,NaN
2013-02-14T20:08:39.078Z,NaN
2013-02-14T20:08:49.933Z,NaN
2013-02-14T20:09:00.789Z,NaN
2013-02-14T20:09:11.645Z,NaN
2013-02-14T20:09:22.501Z,NaN
2013-02-14T20:09:33.357Z,NaN
2013-02-14T20:09:44.212Z,NaN
2013-02-14T20:09:55.068Z,NaN
2013-02-14T20:10:05.924Z,NaN
2013-02-14T20:10:16.780Z,NaN
2013-02-14T20:10:27.636Z,NaN
2013-02-14T20:10:38.491Z,NaN
2013-02-14T20:10:49.347Z,NaN
2013-02-14T20:11:00.203Z,NaN
2013-02-14T20:11:11.059Z,NaN
2013-02-14T20:11:21.914Z,NaN
2013-02-14T20:11:32.770Z,NaN
2013-02-14T20:11:43.626Z,NaN
2013-02-14T20:11:54.482Z,NaN
2013-02-14T20:12:05.338Z,NaN
2013-02-14T20:12:16.193Z,NaN
2013-02-14T20:12:27.049Z,NaN
2013-02-14T20:12:37.905Z,NaN
2013-02-14T20:12:48.761Z,NaN
2013-02-14T20:12:59.616Z,NaN
2013-02-14T20:13:10.472Z,NaN
2013-02-14T20:13:21.328Z,NaN
2013-02-14T20:13:32.184Z,NaN
2013-02-14T20:13:43.040Z,NaN
2013-02-14T20:13:53.895Z,NaN
2013-02-14T20:14:04.751Z,NaN
2013-02-14T20:14:15.607Z,NaN
2013-02-14T20:14:26.463Z,NaN
2013-02-14T20:14:37.318Z,NaN
2013-02-14T20:14:48.174Z,NaN
2013-02-14T20:14:59.030Z,NaN
2013-02-14T20:15:09.886Z,NaN
2013-02-14T20:15:20.742Z,NaN
2013-02-14T20:15:31.597Z,NaN
2013-02-14T20:15:42.453Z,NaN
2013-02-14T20:15:53.309Z,NaN
2013-02-14T20:16:04.165Z,NaN
2013-02-14T20:16:15.020Z,NaN
2013-02-14T20:16:25.876Z,NaN
2013-02-14T20:16:36.732Z,NaN
2013-02-14T20:16:47.588Z,NaN
2013-02-14T20:16:58.444Z,NaN
2013-02-14T20:17:09.299Z,NaN
2013-02-14T20:17:20.155Z,NaN
2013-02-14T20:17:31.011Z,NaN
2013-02-14T20:17:41.867Z,NaN
2013-02-14T20:17:52.722Z,NaN
2013-02-14T20:18:03.578Z,NaN
2013-02-14T20:18:14.434Z,NaN
2013-02-14T20:18:25.290Z,NaN
2013-02-14T20:18:36.145Z,NaN
2013-02-14T20:18:47.001Z,NaN
2013-02-14T20:18:57.857Z,NaN
2013-02-14T20:19:08.713Z,NaN
2013-02-14T20:19:19.569Z,NaN
2013-02-14T20:19:30.424Z,NaN
2013-02-14T20:19:41.280Z,NaN
2013-02-14T20:19:52.136Z,NaN
2013-02-14T20:20:02.992Z,NaN
2013-02-14T20:20:13.847Z,NaN
2013-02-14T20:20:24.703Z,NaN
2013-02-14T20:20:35.559Z,NaN
2013-02-14T20:20:46.415Z,NaN
2013-02-14T20:20:57.270Z,NaN
2013-02-14T20:21:08.126Z,NaN
2013-02-14T20:21:18.982Z,NaN
2013-02-14T20:21:29.838Z,NaN
2013-02-14T20:21:40.694Z,NaN
2013-02-14T20:21:51.549Z,NaN
2013-02-14T20:22:02.405Z,NaN
2013-02-14T20:22:13.261Z,NaN
2013-02-14T20:22:24.117Z,NaN
2013-02-14T20:22:34.972Z,NaN
2013-02-14T20:22:45.828Z,NaN
2013-02-14T20:22:56.684Z,NaN
2013-02-14T20:23:07.540Z,NaN
2013-02-14T20:23:18.396Z,NaN
2013-02-14T20:23:29.251Z,NaN
2013-02-14T20:23:40.107Z,NaN
2013-02-14T20:23:50.963Z,NaN
2013-02-14T20:24:01.819Z,NaN
2013-02-14T20:24:12.675Z,NaN
2013-02-14T20:24:23.530Z,NaN
2013-02-14T20:24:34.386Z,NaN
2013-02-14T20:24:45.242Z,NaN
2013-02-14T20:24:56.098Z,NaN
2013-02-14T20:25:06.953Z,NaN
2013-02-14T20:25:17.809Z,NaN
2013-02-14T20:25:28.665Z,NaN
2013-02-14T20:25:39.521Z,NaN
2013-02-14T20:25:50.377Z,NaN
2013-02-14T20:26:01.232Z,NaN
2013-02-14T20:26:12.088Z,NaN
2013-02-14T20:26:22.944Z,NaN
2013-02-14T20:26:33.800Z,NaN
2013-02-14T20:26:44.655Z,NaN
2013-02-14T20:26:55.511Z,NaN
2013-02-14T20:27:06.367Z,NaN
2013-02-14T20:27:17.223Z,NaN
2013-02-14T20:27:28.078Z,NaN
2013-02-14T20:27:38.934Z,NaN
2013-02-14T20:27:49.790Z,NaN
2013-02-14T20:28:00.646Z,NaN
2013-02-14T20:28:11.501Z,NaN
2013-02-14T20:28:22.357Z,NaN
2013-02-14T20:28:33.213Z,NaN
2013-02-14T20:28:44.069Z,NaN
2013-02-14T20:28:54.924Z,NaN
2013-02-14T20:29:05.780Z,NaN
2013-02-14T20:29:16.636Z,NaN
2013-02-14T20:29:27.492Z,NaN
2013-02-14T20:29:38.348Z,NaN
2013-02-14T20:29:49.203Z,NaN
2013-02-14T20:30:00.059Z,NaN
2013-02-14T20:30:10.915Z,NaN
2013-02-14T20:30:21.771Z,NaN
2013-02-14T20:30:32.626Z,NaN
2013-02-14T20:30:43.482Z,NaN
2013-02-14T20:30:54.338Z,NaN
2013-02-14T20:31:05.194Z,NaN
2013-02-14T20:31:16.050Z,NaN
2013-02-14T20:31:26.905Z,NaN
2013-02-14T20:31:37.761Z,NaN
2013-02-14T20:31:48.617Z,NaN
2013-02-14T20:31:59.473Z,NaN
2013-02-14T20:32:10.328Z,NaN
2013-02-14T20:32:21.184Z,NaN
2013-02-14T20:32:32.040Z,NaN
2013-02-14T20:32:42.896Z,NaN
2013-02-14T20:32:53.751Z,NaN
2013-02-14T20:33:04.607Z,NaN
2013-02-14T20:33:15.463Z,NaN
2013-02-14T20:33:26.319Z,NaN
2013-02-14T20:33:37.174Z,NaN
2013-02-14T20:33:48.030Z,NaN
2013-02-14T20:33:58.886Z,NaN
2013-02-14T20:34:09.742Z,NaN
2013-02-14T20:34:20.597Z,NaN
2013-02-14T20:34:31.453Z,NaN
2013-02-14T20:34:42.309Z,NaN
2013-02-14T20:34:53.165Z,NaN
2013-02-14T20:35:04.021Z,NaN
2013-02-14T20:35:14.876Z,NaN
2013-02-14T20:35:25.732Z,NaN
2013-02-14T20:35:36.588Z,NaN
2013-02-14T20:35:47.444Z,NaN
2013-02-14T20:35:58.299Z,NaN
2013-02-14T20:36:09.155Z,NaN
2013-02-14T20:36:20.011Z,NaN
2013-02-14T20:36:30.867Z,NaN
2013-02-14T20:36:41.723Z,NaN
2013-02-14T20:36:52.578Z,NaN
2013-02-14T20:37:03.434Z,NaN
2013-02-14T20:37:14.290Z,NaN
2013-02-14T20:37:25.145Z,NaN
2013-02-14T20:37:36.001Z,NaN
2013-02-14T20:37:46.857Z,NaN
2013-02-14T20:37:57.713Z,NaN
2013-02-14T20:38:08.568Z,NaN
2013-02-14T20:38:19.424Z,NaN
2013-02-14T20:38:30.280Z,NaN
2013-02-14T20:38:41.136Z,NaN
2013-02-14T20:38:51.992Z,NaN
2013-02-14T20:39:02.847Z,NaN
2013-02-14T20:39:13.703Z,NaN
2013-02-14T20:39:24.559Z,NaN
2013-02-14T20:39:35.415Z,NaN
2013-02-14T20:39:46.270Z,NaN
2013-02-14T20:39:57.126Z,NaN
2013-02-14T20:40:07.982Z,NaN
2013-02-14T20:40:18.838Z,NaN
2013-02-14T20:40:29.693Z,NaN
2013-02-14T20:40:40.549Z,NaN
2013-02-14T20:40:51.405Z,NaN
2013-02-14T20:41:02.261Z,NaN
2013-02-14T20:41:13.116Z,NaN
2013-02-14T20:41:23.972Z,NaN
2013-02-14T20:41:34.828Z,NaN
2013-02-14T20:41:45.684Z,NaN
2013-02-14T20:41:56.540Z,NaN
2013-02-14T20:42:07.395Z,NaN
2013-02-14T20:42:18.251Z,NaN
2013-02-14T20:42:29.107Z,NaN
2013-02-14T20:42:39.963Z,NaN
2013-02-14T20:42:50.818Z,NaN
2013-02-14T20:43:01.673Z,NaN
2013-02-14T20:43:12.529Z,NaN
2013-02-14T20:43:23.385Z,NaN
2013-02-14T20:43:34.241Z,NaN
2013-02-14T20:43:45.096Z,NaN
2013-02-14T20:43:55.952Z,NaN
2013-02-14T20:44:06.808Z,NaN
2013-02-14T20:44:17.664Z,NaN
2013-02-14T20:44:28.519Z,NaN
2013-02-14T20:44:39.375Z,NaN
2013-02-14T20:44:50.231Z,NaN
2013-02-14T20:45:01.087Z,NaN
2013-02-14T20:45:11.942Z,NaN
2013-02-14T20:45:22.798Z,NaN
2013-02-14T20:45:33.654Z,NaN
2013-02-14T20:45:44.510Z,NaN
2013-02-14T20:45:55.366Z,NaN
2013-02-14T20:46:06.221Z,NaN
2013-02-14T20:46:17.077Z,NaN
2013-02-14T20:46:27.933Z,NaN
2013-02-14T20:46:38.789Z,NaN
2013-02-14T20:46:49.644Z,NaN
2013-02-14T20:47:00.500Z,NaN
2013-02-14T20:47:11.356Z,NaN
2013-02-14T20:47:22.212Z,NaN
2013-02-14T20:47:33.067Z,NaN
2013-02-14T20:47:43.923Z,NaN
2013-02-14T20:47:54.779Z,NaN
2013-02-14T20:48:05.635Z,NaN
2013-02-14T20:48:16.490Z,NaN
2013-02-14T20:48:27.346Z,NaN
2013-02-14T20:48:38.202Z,NaN
2013-02-14T20:48:49.058Z,NaN
2013-02-14T20:48:59.913Z,NaN
2013-02-14T20:49:10.769Z,NaN
2013-02-14T20:49:21.625Z,NaN
2013-02-14T20:49:32.481Z,NaN
2013-02-14T20:49:43.336Z,NaN
2013-02-14T20:49:54.192Z,NaN
2013-02-14T20:50:05.048Z,NaN
2013-02-14T20:50:15.904Z,NaN
2013-02-14T20:50:26.759Z,NaN
2013-02-14T20:50:37.615Z,NaN
2013-02-14T20:50:48.471Z,NaN
2013-02-14T20:50:59.327Z,NaN
2013-02-14T20:51:10.182Z,NaN
2013-02-14T20:51:21.038Z,NaN
2013-02-14T20:51:31.894Z,NaN
2013-02-14T20:51:42.750Z,NaN
2013-02-14T20:51:53.606Z,NaN
2013-02-14T20:52:04.461Z,NaN
2013-02-14T20:52:15.317Z,NaN
2013-02-14T20:52:26.173Z,NaN
2013-02-14T20:52:37.028Z,NaN
2013-02-14T20:52:47.884Z,NaN
2013-02-14T20:52:58.740Z,NaN
2013-02-14T20:53:09.596Z,NaN
2013-02-14T20:53:20.451Z,NaN
2013-02-14T20:53:31.307Z,NaN
2013-02-14T20:53:42.163Z,NaN
2013-02-14T20:53:53.019Z,NaN
2013-02-14T20:54:03.875Z,NaN
2013-02-14T20:54:14.730Z,NaN
2013-02-14T20:54:25.586Z,NaN
2013-02-14T20:54:36.442Z,NaN
2013-02-14T20:54:47.298Z,NaN
2013-02-14T20:54:58.153Z,NaN
2013-02-14T20:55:09.009Z,NaN
2013-02-14T20:55:19.865Z,NaN
2013-02-14T20:55:30.720Z,NaN
2013-02-14T20:55:41.576Z,NaN
2013-02-14T20:55:52.432Z,NaN
2013-02-14T20:56:03.288Z,NaN
2013-02-14T20:56:14.144Z,NaN
2013-02-14T20:56:24.999Z,NaN
2013-02-14T20:56:35.855Z,NaN
2013-02-14T20:56:46.711Z,NaN
2013-02-14T20:56:57.567Z,NaN
2013-02-14T20:57:08.422Z,NaN
2013-02-14T20:57:19.278Z,NaN
